Disease,Symptoms,Severity
Gallstones,"fever,abdominal pain,nausea",High
Gallstones,"fever,vomiting,abdominal pain,nausea",High
Gallstones,"fever,abdominal pain,bloating,vomiting,nausea",High
Gallstones,"abdominal pain,vomiting,nausea,bloating",High
Gallstones,"bloating,fever,abdominal pain,nausea",High
Gallstones,"abdominal pain,nausea,vomiting",High
Gallstones,"nausea,abdominal pain,vomiting",High
Gallstones,"nausea,bloating,abdominal pain,vomiting,fever",High
Gallstones,"fever,bloating,nausea,abdominal pain",High
Gallstones,"nausea,fever,abdominal pain",High
Gallstones,"nausea,vomiting,abdominal pain,bloating",High
Gallstones,"vomiting,fever,nausea,abdominal pain",High
Gallstones,"nausea,vomiting,abdominal pain",High
Pancreatitis,"nausea,vomiting,abdominal pain",High
Pancreatitis,"bloating,fever,abdominal pain,vomiting,nausea",High
Pancreatitis,"vomiting,abdominal pain,nausea",High
Pancreatitis,"fever,nausea,abdominal pain,bloating,vomiting",High
Pancreatitis,"vomiting,abdominal pain,nausea,fever",High
Pancreatitis,"vomiting,fever,abdominal pain",High
Pancreatitis,"vomiting,bloating,nausea,abdominal pain",High
Pancreatitis,"nausea,vomiting,abdominal pain",High
Pancreatitis,"fever,bloating,vomiting,abdominal pain",High
Pancreatitis,"abdominal pain,vomiting,nausea,bloating,fever",High
Pancreatitis,"bloating,nausea,vomiting,abdominal pain,fever",High
Pancreatitis,"nausea,abdominal pain,fever,bloating,vomiting",High
Pancreatitis,"vomiting,bloating,nausea,fever,abdominal pain",High
Pancreatitis,"nausea,vomiting,abdominal pain,bloating,fever",High
Pancreatitis,"bloating,nausea,abdominal pain,fever,vomiting",High
Pancreatitis,"bloating,fever,vomiting,abdominal pain",High
Pancreatitis,"bloating,fever,abdominal pain,vomiting",High
Pancreatitis,"vomiting,nausea,abdominal pain,fever",High
Pancreatitis,"abdominal pain,bloating,vomiting,nausea,fever",High
Pancreatitis,"abdominal pain,nausea,bloating,vomiting",High
Pancreatitis,"abdominal pain,fever,vomiting,nausea",High
Pancreatitis,"vomiting,fever,bloating,abdominal pain",High
Pancreatitis,"fever,nausea,abdominal pain,bloating,vomiting",High
Pancreatitis,"vomiting,nausea,fever,abdominal pain,bloating",High
Pancreatitis,"bloating,fever,abdominal pain,vomiting",High
Pancreatitis,"fever,abdominal pain,bloating,vomiting",High
Pancreatitis,"vomiting,nausea,abdominal pain",High
Pancreatitis,"abdominal pain,fever,vomiting",High
Pancreatitis,"abdominal pain,fever,vomiting,nausea",High
Pancreatitis,"abdominal pain,fever,vomiting",High
Pancreatitis,"bloating,nausea,vomiting,fever,abdominal pain",High
Pancreatitis,"vomiting,bloating,abdominal pain,nausea",High
Pancreatitis,"nausea,bloating,vomiting,abdominal pain",High
Pancreatitis,"abdominal pain,vomiting,bloating",High
Pancreatitis,"fever,abdominal pain,vomiting,bloating,nausea",High
Pancreatitis,"vomiting,abdominal pain,bloating",High
Pancreatitis,"bloating,nausea,abdominal pain,fever,vomiting",High
Pancreatitis,"abdominal pain,nausea,vomiting",High
Pancreatitis,"fever,bloating,vomiting,abdominal pain",High
Pancreatitis,"fever,bloating,abdominal pain,vomiting,nausea",High
Pancreatitis,"vomiting,bloating,abdominal pain,fever",High
Pancreatitis,"nausea,fever,abdominal pain,vomiting",High
Pancreatitis,"abdominal pain,fever,bloating,nausea,vomiting",High
Pancreatitis,"fever,abdominal pain,vomiting,bloating",High
Pancreatitis,"vomiting,nausea,bloating,abdominal pain",High
Pancreatitis,"nausea,abdominal pain,vomiting",High
Pancreatitis,"bloating,nausea,abdominal pain,vomiting,fever",High
Pancreatitis,"bloating,abdominal pain,nausea,vomiting,fever",High
Pancreatitis,"vomiting,bloating,fever,abdominal pain",High
Pancreatitis,"nausea,bloating,vomiting,abdominal pain",High
Liver Cirrhosis,"jaundice,fatigue,abdominal pain,swelling",High
Liver Cirrhosis,"abdominal pain,fatigue,jaundice",High
Liver Cirrhosis,"jaundice,fatigue,swelling",High
Liver Cirrhosis,"abdominal pain,fatigue,jaundice,swelling",High
Liver Cirrhosis,"jaundice,fatigue,abdominal pain",High
Liver Cirrhosis,"jaundice,fatigue,abdominal pain,swelling",High
Liver Cirrhosis,"jaundice,fatigue,swelling,abdominal pain",High
Liver Cirrhosis,"jaundice,abdominal pain,fatigue",High
Liver Cirrhosis,"abdominal pain,jaundice,fatigue",High
Liver Cirrhosis,"fatigue,swelling,jaundice",High
Liver Cirrhosis,"swelling,abdominal pain,fatigue,jaundice",High
Liver Cirrhosis,"abdominal pain,fatigue,jaundice,swelling",High
Liver Cirrhosis,"fatigue,swelling,jaundice,abdominal pain",High
Liver Cirrhosis,"swelling,jaundice,fatigue",High
Liver Cirrhosis,"jaundice,swelling,fatigue,abdominal pain",High
Liver Cirrhosis,"jaundice,abdominal pain,fatigue",High
Liver Cirrhosis,"jaundice,swelling,fatigue",High
Liver Cirrhosis,"fatigue,abdominal pain,jaundice",High
Liver Cirrhosis,"fatigue,swelling,jaundice,abdominal pain",High
Liver Cirrhosis,"fatigue,swelling,jaundice,abdominal pain",High
Liver Cirrhosis,"jaundice,swelling,abdominal pain,fatigue",High
Liver Cirrhosis,"swelling,fatigue,jaundice",High
Liver Cirrhosis,"abdominal pain,swelling,jaundice,fatigue",High
Liver Cirrhosis,"fatigue,swelling,jaundice",High
Liver Cirrhosis,"swelling,fatigue,jaundice",High
Liver Cirrhosis,"swelling,abdominal pain,fatigue,jaundice",High
Liver Cirrhosis,"fatigue,swelling,abdominal pain,jaundice",High
Liver Cirrhosis,"abdominal pain,fatigue,jaundice,swelling",High
Liver Cirrhosis,"jaundice,fatigue,abdominal pain",High
Liver Cirrhosis,"swelling,jaundice,abdominal pain,fatigue",High
Liver Cirrhosis,"jaundice,fatigue,swelling",High
Liver Cirrhosis,"fatigue,jaundice,swelling",High
Liver Cirrhosis,"swelling,abdominal pain,fatigue,jaundice",High
Liver Cirrhosis,"swelling,abdominal pain,fatigue,jaundice",High
Liver Cirrhosis,"jaundice,swelling,fatigue",High
Liver Cirrhosis,"fatigue,jaundice,abdominal pain",High
Liver Cirrhosis,"jaundice,swelling,fatigue,abdominal pain",High
Liver Cirrhosis,"abdominal pain,jaundice,fatigue",High
Liver Cirrhosis,"fatigue,abdominal pain,jaundice",High
Liver Cirrhosis,"swelling,fatigue,jaundice",High
Liver Cirrhosis,"jaundice,fatigue,abdominal pain",High
Liver Cirrhosis,"swelling,abdominal pain,fatigue,jaundice",High
Liver Cirrhosis,"fatigue,jaundice,swelling,abdominal pain",High
Liver Cirrhosis,"fatigue,jaundice,swelling,abdominal pain",High
Liver Cirrhosis,"fatigue,abdominal pain,jaundice,swelling",High
Liver Cirrhosis,"jaundice,fatigue,swelling,abdominal pain",High
Liver Cirrhosis,"jaundice,swelling,abdominal pain,fatigue",High
Liver Cirrhosis,"jaundice,fatigue,swelling",High
Liver Cirrhosis,"swelling,fatigue,jaundice,abdominal pain",High
Liver Cirrhosis,"fatigue,abdominal pain,jaundice",High
Crohn's Disease,"fatigue,diarrhea,abdominal pain",High
Crohn's Disease,"abdominal pain,fatigue,weight loss,diarrhea",High
Crohn's Disease,"fatigue,diarrhea,abdominal pain,weight loss",High
Crohn's Disease,"abdominal pain,fatigue,diarrhea,weight loss",High
Crohn's Disease,"abdominal pain,weight loss,diarrhea",High
Crohn's Disease,"fatigue,abdominal pain,weight loss,diarrhea",High
Crohn's Disease,"weight loss,diarrhea,abdominal pain",High
Crohn's Disease,"abdominal pain,fatigue,weight loss,diarrhea",High
Crohn's Disease,"weight loss,diarrhea,abdominal pain",High
Crohn's Disease,"fatigue,weight loss,abdominal pain,diarrhea",High
Crohn's Disease,"diarrhea,fatigue,weight loss,abdominal pain",High
Crohn's Disease,"fatigue,abdominal pain,weight loss,diarrhea",High
Crohn's Disease,"diarrhea,fatigue,abdominal pain,weight loss",High
Crohn's Disease,"weight loss,abdominal pain,diarrhea",High
Crohn's Disease,"abdominal pain,weight loss,fatigue,diarrhea",High
Crohn's Disease,"diarrhea,abdominal pain,fatigue",High
Crohn's Disease,"weight loss,fatigue,abdominal pain,diarrhea",High
Crohn's Disease,"abdominal pain,fatigue,weight loss,diarrhea",High
Crohn's Disease,"weight loss,abdominal pain,diarrhea",High
Crohn's Disease,"diarrhea,fatigue,weight loss,abdominal pain",High
Crohn's Disease,"abdominal pain,diarrhea,weight loss",High
Crohn's Disease,"diarrhea,fatigue,weight loss,abdominal pain",High
Crohn's Disease,"weight loss,diarrhea,abdominal pain,fatigue",High
Crohn's Disease,"diarrhea,fatigue,abdominal pain,weight loss",High
Crohn's Disease,"abdominal pain,fatigue,diarrhea",High
Crohn's Disease,"weight loss,fatigue,diarrhea,abdominal pain",High
Crohn's Disease,"fatigue,diarrhea,abdominal pain",High
Crohn's Disease,"fatigue,diarrhea,abdominal pain,weight loss",High
Crohn's Disease,"abdominal pain,fatigue,diarrhea,weight loss",High
Crohn's Disease,"abdominal pain,diarrhea,fatigue",High
Crohn's Disease,"weight loss,diarrhea,abdominal pain,fatigue",High
Crohn's Disease,"abdominal pain,diarrhea,weight loss",High
Crohn's Disease,"abdominal pain,weight loss,fatigue,diarrhea",High
Crohn's Disease,"diarrhea,weight loss,abdominal pain",High
Crohn's Disease,"fatigue,diarrhea,weight loss,abdominal pain",High
Crohn's Disease,"abdominal pain,diarrhea,weight loss",High
Crohn's Disease,"weight loss,abdominal pain,diarrhea,fatigue",High
Crohn's Disease,"weight loss,diarrhea,abdominal pain",High
Crohn's Disease,"diarrhea,abdominal pain,fatigue",High
Crohn's Disease,"diarrhea,fatigue,weight loss,abdominal pain",High
Crohn's Disease,"weight loss,fatigue,abdominal pain,diarrhea",High
Crohn's Disease,"abdominal pain,weight loss,diarrhea",High
Crohn's Disease,"abdominal pain,weight loss,fatigue,diarrhea",High
Crohn's Disease,"fatigue,abdominal pain,diarrhea",High
Crohn's Disease,"fatigue,diarrhea,abdominal pain,weight loss",High
Crohn's Disease,"fatigue,weight loss,diarrhea,abdominal pain",High
Crohn's Disease,"abdominal pain,diarrhea,weight loss",High
Crohn's Disease,"abdominal pain,fatigue,diarrhea,weight loss",High
Crohn's Disease,"diarrhea,abdominal pain,weight loss,fatigue",High
Crohn's Disease,"abdominal pain,fatigue,diarrhea",High
Ulcerative Colitis,"abdominal pain,diarrhea,bloody stool",High
Ulcerative Colitis,"fatigue,diarrhea,bloody stool,abdominal pain",High
Ulcerative Colitis,"diarrhea,abdominal pain,fatigue,bloody stool",High
Ulcerative Colitis,"bloody stool,fatigue,abdominal pain,diarrhea",High
Ulcerative Colitis,"fatigue,bloody stool,abdominal pain,diarrhea",High
Ulcerative Colitis,"bloody stool,diarrhea,abdominal pain",High
Ulcerative Colitis,"fatigue,bloody stool,abdominal pain",High
Ulcerative Colitis,"fatigue,diarrhea,abdominal pain,bloody stool",High
Ulcerative Colitis,"diarrhea,fatigue,abdominal pain,bloody stool",High
Ulcerative Colitis,"bloody stool,abdominal pain,diarrhea",High
Ulcerative Colitis,"bloody stool,fatigue,abdominal pain,diarrhea",High
Ulcerative Colitis,"diarrhea,abdominal pain,bloody stool",High
Ulcerative Colitis,"bloody stool,abdominal pain,fatigue",High
Ulcerative Colitis,"bloody stool,diarrhea,abdominal pain",High
Ulcerative Colitis,"diarrhea,abdominal pain,bloody stool",High
Ulcerative Colitis,"abdominal pain,bloody stool,fatigue",High
Ulcerative Colitis,"bloody stool,abdominal pain,fatigue,diarrhea",High
Ulcerative Colitis,"bloody stool,diarrhea,fatigue,abdominal pain",High
Ulcerative Colitis,"bloody stool,abdominal pain,diarrhea",High
Ulcerative Colitis,"bloody stool,fatigue,abdominal pain",High
Ulcerative Colitis,"fatigue,abdominal pain,bloody stool",High
Ulcerative Colitis,"fatigue,bloody stool,abdominal pain,diarrhea",High
Ulcerative Colitis,"diarrhea,abdominal pain,bloody stool",High
Ulcerative Colitis,"fatigue,abdominal pain,bloody stool,diarrhea",High
Ulcerative Colitis,"abdominal pain,diarrhea,bloody stool",High
Ulcerative Colitis,"diarrhea,bloody stool,abdominal pain",High
Ulcerative Colitis,"fatigue,diarrhea,abdominal pain,bloody stool",High
Ulcerative Colitis,"abdominal pain,fatigue,diarrhea,bloody stool",High
Ulcerative Colitis,"fatigue,bloody stool,abdominal pain",High
Ulcerative Colitis,"abdominal pain,diarrhea,bloody stool",High
Ulcerative Colitis,"diarrhea,abdominal pain,bloody stool",High
Ulcerative Colitis,"abdominal pain,diarrhea,fatigue,bloody stool",High
Ulcerative Colitis,"bloody stool,diarrhea,abdominal pain,fatigue",High
Ulcerative Colitis,"bloody stool,fatigue,diarrhea,abdominal pain",High
Ulcerative Colitis,"abdominal pain,diarrhea,fatigue,bloody stool",High
Ulcerative Colitis,"bloody stool,diarrhea,fatigue,abdominal pain",High
Ulcerative Colitis,"abdominal pain,diarrhea,fatigue,bloody stool",High
Ulcerative Colitis,"fatigue,abdominal pain,bloody stool",High
Ulcerative Colitis,"abdominal pain,diarrhea,bloody stool,fatigue",High
Ulcerative Colitis,"abdominal pain,fatigue,bloody stool,diarrhea",High
Ulcerative Colitis,"bloody stool,abdominal pain,fatigue",High
Ulcerative Colitis,"fatigue,abdominal pain,bloody stool,diarrhea",High
Ulcerative Colitis,"abdominal pain,fatigue,bloody stool",High
Ulcerative Colitis,"abdominal pain,bloody stool,diarrhea",High
Ulcerative Colitis,"bloody stool,abdominal pain,fatigue",High
Ulcerative Colitis,"diarrhea,abdominal pain,bloody stool,fatigue",High
Ulcerative Colitis,"fatigue,diarrhea,abdominal pain,bloody stool",High
Ulcerative Colitis,"fatigue,abdominal pain,bloody stool,diarrhea",High
Ulcerative Colitis,"abdominal pain,bloody stool,diarrhea,fatigue",High
Ulcerative Colitis,"fatigue,bloody stool,diarrhea,abdominal pain",High
